,Game_ID,Home_Team,Away_Team,GAMES_LEFT,Team_ID,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Home,FGMiss,Tot_Prev_Points,Tot_Prev_Ast,Tot_OREB,Tot_TOV,Tot_FGMiss,Tot_FGMade,Tot_Opp_Prev_Points,Tot_Opp_OREB,Tot_Opp_FGMiss,Tot_Opp_TOV,Tot_Prev_Poss,Tot_Opp_Prev_Poss,ORTG,OREBRTG,TOVRTG,ASTRTG,DRTG,DTOVRTG,DREBRTG,Home_ORTG,Away_ORTG,Home_DRTG,Away_DRTG,Home_OREBRTG,Away_OREBRTG,Home_DREBRTG,Away_DREBRTG,Home_TOVRTG,Away_TOVRTG,Home_DTOVRTG,Away_DTOVRTG,Home_ASTRTG,Away_ASTRTG,Home_Win,Spread,Back_To_Back,Home_Team_B2B,Away_Team_B2B,Home_DASTRTG,Away_DASTRTG,Season
16980,0022100322,BOS,PHI,120,3221225493,23.0,21.0,1.045,480,66,168,0.7889999999999999,19,59,0.651,24,32,1.498,12,80,92,38,12,17,20,32,175,1,102,4506,953,416,535,2043,1651,4449,432,2058,546,4165,4162,216.45788958688848,40.64081964097514,25.66580996787726,115.45581557806497,213.84905192346469,26.23591084844749,42.02288904528214,106.03204524033931,110.42584434654918,104.9265750828991,108.92247684056558,21.374764595103578,19.26605504587156,19.71291866028708,22.309970384995065,13.477851083883131,12.187958883994126,13.169114163903364,13.066796684544125,58.31295843520783,57.14285714285714,1,1,0,0,0,56.16438356164384,59.5438175270108,21
16981,0022100323,MIA,CLE,120,3221225487,25.0,19.0,1.1360000000000001,480,69,153,0.92,28,68,0.8400000000000001,30,36,1.605,15,59,74,48,16,18,31,32,196,1,84,4460,1017,441,604,1960,1641,4323,411,2013,596,4112,4113,216.916482143871,45.007164159210944,29.379435644126495,123.96833462597951,210.21272178617824,28.98321331811843,40.80326994846277,110.92233009708738,105.99415204678363,105.59883154819865,104.6138902379796,22.942386831275723,22.06477732793522,19.234642497482376,21.568627450980394,14.174757281553399,15.204678362573098,15.28724440116845,13.695968916949978,61.39088729016786,62.577447335811655,0,-26,0,0,0,60.87516087516087,61.881785283474066,21
16982,0022100324,MIL,CHA,118,3221225515,27.0,19.0,1.178,480,89,181,0.983,35,87,0.8009999999999999,39,47,1.665,12,69,81,59,18,10,29,41,252,1,92,4939,1084,460,571,2189,1822,4872,483,2226,607,4478,4484,220.4755580957504,41.94101301760851,25.541565805988885,118.60215171023279,216.97616756568993,26.95476668649708,43.37115952231788,109.23295454545455,111.24260355029585,105.68720379146919,111.28896377422073,20.353982300884958,21.58703071672355,20.41742286751361,22.95373665480427,13.115530303030305,12.42603550295858,12.464454976303317,14.490311710193765,56.70225385527876,61.899897854954034,1,2,0,0,0,54.79616306954437,61.53846153846154,21
16983,0022100325,NOP,DAL,120,3221225482,17.0,27.0,0.8,480,97,172,1.1360000000000001,31,71,0.88,21,25,1.653,25,41,66,54,17,3,31,31,246,1,75,4345,976,457,540,2108,1609,4540,381,1912,554,4114,4124,211.40869941155967,42.98608677447103,25.97745922516176,120.9098834041626,220.0060436051815,26.932433254272333,39.68334374844465,104.78511298183429,106.62358642972536,110.84656084656083,109.15948275862068,23.261802575107296,19.724284199363733,20.66350710900474,19.01983663943991,14.399645547186532,11.577813677975229,13.139329805996471,13.793103448275861,62.81464530892449,58.0952380952381,0,-32,0,0,0,60.21621621621621,59.715025906735754,21
16984,0022100326,OKC,HOU,122,3221225505,11.0,31.0,0.524,480,80,164,0.977,23,69,0.655,41,51,1.623,18,57,75,41,18,18,31,46,224,1,84,4039,842,395,620,2038,1479,4354,398,2018,513,4052,4056,199.34271073812943,38.768682525610245,30.525246459100266,113.81838134430726,214.66266814049072,25.291715967119195,39.44554292062388,99.29435483870968,100.04835589941973,106.60282258064515,108.05984555984556,19.321394910461827,19.447287615148415,19.584569732937684,19.860973187686195,13.407258064516128,17.11798839458414,12.550403225806454,12.741312741312742,55.418381344307264,58.4,0,-4,0,0,0,61.97183098591549,58.45588235294118,21
16985,0022100327,LAC,SAC,119,3221225504,20.0,25.0,0.891,480,93,188,0.993,24,69,0.685,29,36,1.6,24,63,87,63,16,7,22,31,239,1,95,4615,957,419,607,2117,1701,4669,497,2178,592,4332,4335,212.97225028326486,39.46206741187325,28.055250296916167,112.61339744992509,215.1632828635552,27.386477087902467,45.6243395925692,104.74383301707779,108.22841726618707,103.56972870061875,111.59355416293644,18.208661417322837,21.25340599455041,22.057460611677477,23.56687898089172,14.61100569259962,13.444244604316546,14.89766777724893,12.488809310653536,57.37100737100738,55.2423900789177,0,-9,1,0,1,55.67632850241546,53.58288770053476,21
16986,0022100328,NYK,CHI,119,3221225493,26.0,19.0,1.1520000000000001,480,86,171,1.006,20,55,0.725,42,48,1.767,23,55,78,43,20,16,33,42,234,1,85,4636,969,410,554,2046,1710,4537,428,2117,575,4247,4243,218.26972626835743,40.06268633896491,26.09283378007637,113.28395061728395,213.95527416589388,27.027506654835847,40.41790074857221,108.22846079380446,110.04126547455296,108.600583090379,105.35469107551488,21.16504854368932,18.89763779527559,20.915032679738562,19.50286806883365,13.117134559535334,12.975699220541037,12.244897959183673,14.782608695652174,56.17283950617284,57.111111111111114,0,-4,0,0,0,62.59259259259259,56.30252100840336,21
16987,0022100329,TOR,MIL,118,3221225510,24.0,22.0,1.044,480,69,173,0.796,25,71,0.705,27,39,1.363,31,63,94,39,14,11,26,36,190,1,104,4749,959,510,555,2197,1761,4694,456,2133,630,4344,4344,218.6284373046323,46.25342158960832,25.5395646837175,108.86523358892066,216.19171767334478,29.086689404161838,42.99559190948297,108.88993414863593,109.7385031559964,109.96708979783733,106.22462787550744,25.97173144876325,20.281690140845072,23.10030395136778,19.895287958115183,12.464722483537159,13.074842200180342,16.502115655853313,12.584573748308525,51.8348623853211,57.03037120359955,1,4,1,0,1,62.441314553990615,55.53021664766249,21
16988,0022100330,MEM,OKC,120,3221225523,18.0,26.0,0.8180000000000001,480,85,172,0.954,30,74,0.817,31,40,1.54,22,57,79,55,18,14,29,29,231,1,87,4391,945,487,549,2202,1643,4632,417,2048,555,4199,4195,209.0643163402501,44.2569395863307,26.15489121186834,114.68503480105818,220.7850809657793,26.454117573249718,40.7613321881859,109.1123701605288,99.95194617972129,113.72456223379082,107.06051873198848,24.817518248175183,19.439421338155515,21.142284569138276,19.61904761904762,12.747875354107649,13.407015857760692,13.62991008045433,12.82420749279539,60.068649885583525,54.61638491547465,1,73,1,0,1,62.78026905829597,61.99756394640682,21
16989,0022100331,PHX,DET,120,3221225521,23.0,21.0,1.046,480,79,159,0.994,23,48,0.978,36,49,1.4649999999999999,13,67,80,43,14,9,26,42,217,1,80,4428,1002,413,573,2056,1638,4469,430,2002,640,4204,4200,210.5216074869254,40.06856990901666,27.282168571718312,122.20771563342318,212.86747722391286,30.474476019030476,42.871525410131966,110.71428571428572,99.8073217726397,103.53606789250354,109.33140933140932,19.151138716356108,20.91743119266055,22.05607476635514,20.815450643776824,12.734962406015038,14.547206165703274,15.322960867515324,15.151515151515152,61.83035714285714,60.37735849056604,1,11,0,0,0,56.898656898656895,59.456264775413715,21
16990,0022100332,POR,SAS,121,3221225516,18.0,25.0,0.828,480,73,173,0.838,26,70,0.742,25,33,1.5150000000000001,14,75,89,51,18,11,30,35,197,1,100,4464,1040,415,517,1995,1713,4492,388,1922,556,4089,4088,218.00626959247649,41.49519945609303,25.287356321839084,121.6678548893314,219.52970675796405,27.259058611172705,40.44276311435661,111.63218390804597,106.37408568443053,111.72127365020765,107.80843310775639,21.64461247637051,19.850586979722518,19.441674975074775,21.00108813928183,12.643678160919542,12.643678160919542,13.151822796492848,14.107235814679855,58.053691275167786,63.61416361416361,0,-31,0,0,0,62.70810210876804,56.25790139064475,21
16991,0022100333,IND,MIA,116,3221225502,23.0,25.0,0.969,480,78,161,0.9690000000000001,25,70,0.721,36,46,1.604,21,56,77,44,12,9,25,41,217,1,83,4948,1104,475,628,2194,1847,4833,430,2186,640,4543,4531,217.95110692357804,43.42114377516744,27.67256471371111,119.75325644520721,213.28361643998338,28.392161061321715,39.28991636187608,107.82099539941447,110.13011152416357,107.08892617449663,106.19469026548674,20.78699743370402,22.634146341463417,20.051635111876077,19.23828125,13.592639063153491,14.07992565055762,12.835570469798657,15.556590591523056,58.2059123343527,61.54734411085451,0,-9,0,0,0,55.67338282078473,61.42506142506142,21
16992,0022100334,WAS,CLE,118,3221225503,27.0,19.0,1.174,480,80,171,0.935,23,61,0.756,34,44,1.549,18,69,87,51,7,9,22,41,217,1,91,4622,1057,431,633,2042,1718,4565,461,2185,538,4326,4332,213.68025830199144,42.2169397287318,29.27886418945566,123.10182524103377,210.7394468648663,24.854950546017754,42.20534103937726,107.10683172856488,106.57342657342656,106.64832645575424,104.09112040911204,20.234604105571847,21.98233562315996,20.863309352517987,21.342031686859272,13.801008711600183,15.47785547785548,11.233379183860615,13.621571362157137,60.068649885583525,63.03317535545023,0,-15,0,0,0,56.68202764976959,62.02090592334495,21
16993,0022100335,ATL,PHI,118,3221225492,24.0,22.0,1.044,480,69,157,0.877,19,50,0.766,37,47,1.565,17,70,87,42,13,8,25,44,194,1,88,4775,1019,427,510,2087,1782,4696,451,2146,537,4298,4309,222.17881964181504,40.90186894429903,23.733581925528448,114.37089665883397,217.95581848264453,24.9308236530971,42.04978920767627,112.43643088303284,109.7423887587822,109.65357967667437,108.30223880597015,21.904761904761905,18.997107039537127,20.3311867525299,21.718602455146367,11.742949607027278,11.99063231850117,11.824480369515012,13.106343283582088,57.096069868995635,57.27482678983834,0,-2,0,0,0,62.45810055865921,59.353348729792145,21
16994,0022100336,BKN,MIN,119,3221225501,27.0,18.0,1.205,480,72,169,0.861,19,65,0.571,52,65,1.613,23,62,85,48,9,8,32,56,215,1,97,4678,1045,460,617,2105,1705,4569,508,2174,630,4330,4331,216.15902530124623,42.94691273638642,28.45134097309726,122.67427775422445,210.99203240822757,28.978001079989667,46.75891405487617,109.51927653498335,106.6397487662629,105.52118039029035,105.47085201793722,17.57894736842105,25.36796536796537,21.134492223238794,25.624421831637374,13.422179914326513,15.029161058770748,12.56544502617801,16.41255605381166,63.75598086124402,58.918296892980436,1,5,0,0,0,55.97560975609757,63.18289786223278,21
16995,0022100337,HOU,ORL,118,3221225498,11.0,35.0,0.481,480,86,178,0.966,30,84,0.713,32,36,1.772,17,63,80,57,13,9,28,37,234,1,92,4482,963,418,703,2199,1636,4882,450,2163,563,4442,4449,201.79540169450541,38.08497680393501,31.717573231942126,117.70924978304456,219.39524641479215,25.314721797578315,41.56413740233339,100.78485687903971,101.01054481546572,108.29875518672199,111.09649122807016,19.488188976377952,18.59678782755706,19.96197718631179,21.602160216021602,17.174515235457065,14.543057996485063,12.770862148455508,12.543859649122806,58.607594936708864,59.10165484633569,1,2,0,0,0,57.59345794392523,62.82051282051282,21
16996,0022100338,DAL,NOP,118,3221225482,18.0,28.0,0.804,480,69,169,0.8160000000000001,22,64,0.694,38,54,1.404,18,79,97,47,9,8,25,49,198,1,100,4591,1030,482,571,2183,1706,4786,406,1987,585,4303,4313,213.70207393435652,43.76469568144608,26.313336320087025,120.42719315695246,221.65715029786125,27.16770294171902,40.75624932355578,108.55532786885247,105.14674606550405,109.38461538461539,112.27253491324586,20.123839009287924,23.640856672158154,19.757174392935983,20.999074930619795,11.936475409836065,14.376860910250958,13.794871794871794,13.372831146847227,57.95454545454546,62.472647702407,0,-16,0,0,0,59.48275862068966,59.979633401221996,21
16997,0022100339,UTA,BOS,119,3221225500,27.0,18.0,1.2040000000000002,480,92,172,1.072,41,90,0.888,42,45,1.87,14,60,74,49,12,6,25,49,267,1,80,4713,957,439,588,2056,1703,4474,424,2162,524,4277,4264,220.73248484344248,42.78930372130573,27.514390245504487,112.39221462736467,209.8796070727954,24.53321669119103,39.2295240125291,115.17943743937924,105.55304740406322,105.38573508005823,104.49387199273718,21.940928270042196,20.848375451263536,19.792648444863335,19.43687556766576,14.015518913676042,13.498871331828443,11.596312469674915,12.936904221516116,54.22535211267606,58.1668625146886,1,7,0,0,0,54.06060606060606,56.33971291866029,21
16998,0022100340,GSW,PHX,119,3221225500,38.0,7.0,1.69,480,76,173,0.872,27,61,0.851,35,47,1.4929999999999999,20,69,89,53,19,11,31,44,214,1,97,4846,1188,401,618,1956,1805,4410,440,2167,660,4339,4334,223.40480265325863,41.07445486385719,28.56111743008089,132.00262182509525,203.4161022844827,30.458888793005176,40.52173749959507,112.39356669820246,111.01123595505618,99.81087470449172,103.60522757999098,22.0125786163522,19.06187624750499,18.708452041785375,21.813285457809695,15.75212866603595,12.808988764044942,15.271867612293144,15.187021180712032,70.55427251732101,61.44834930777423,1,22,1,0,1,58.884565499351496,56.84210526315789,21
16999,0022100341,LAL,LAC,117,3221225493,24.0,23.0,1.022,480,86,171,1.006,28,68,0.821,34,45,1.494,19,58,77,56,13,6,20,38,234,1,85,4889,1061,428,673,2191,1823,4903,507,2287,681,4624,4615,211.4169426048565,39.038767135394,29.099781648910643,116.41240543679567,212.3245152938989,29.508757626435376,44.3254690204011,106.20860927152319,105.20833333333333,107.87401574803151,104.4504995458674,20.14260249554367,18.896164639850326,22.46998284734134,21.855486173059766,14.652317880794701,14.447463768115941,14.794861168669707,14.713896457765669,58.108108108108105,58.30429732868757,0,-4,0,0,0,61.859979101358405,55.94965675057209,21
17000,0022100342,NYK,DEN,119,3221225495,22.0,23.0,0.978,480,79,172,0.922,32,83,0.765,22,26,1.81,24,58,82,53,17,8,24,31,212,1,93,4527,979,412,561,2040,1683,4540,427,2063,539,4193,4179,215.89475261836094,40.277483379901724,26.761878687355107,116.40395925492788,217.24675889261,25.831251011735443,41.29991711232982,108.4910013844024,107.40375123395853,109.08248378127897,108.16427511133102,21.30841121495327,18.969072164948454,21.236559139784948,20.06335797254488,13.33640978311029,13.425468904244816,12.3725671918443,13.458683819891142,55.633802816901415,60.770156438026476,0,-14,0,0,0,62.177985948477755,59.11270983213429,21
17001,0022100343,BKN,CHI,117,3221225492,32.0,15.0,1.363,480,87,197,0.891,18,56,0.643,26,36,1.482,22,80,102,50,12,16,14,31,218,1,110,4930,1097,379,597,2051,1816,4739,461,2236,620,4486,4490,219.7764237947115,36.8971524862194,26.624536121623866,121.09703001088478,211.0844356796598,27.575687567184772,41.183601569381054,109.3424036281179,110.4340201665936,105.35390199637023,105.7305336832896,17.575757575757574,19.321394910461827,21.478260869565215,19.70534069981584,13.560090702947846,13.06444541867602,12.658802177858439,14.916885389326334,64.10550458715596,56.99152542372882,0,-4,1,1,0,56.19158878504673,55.77142857142857,21
17002,0022100344,MIL,MIA,116,3221225497,29.0,19.0,1.208,480,78,182,0.8540000000000001,35,93,0.755,35,44,1.608,28,68,96,61,9,11,28,39,226,1,104,5010,1080,473,619,2181,1830,4836,452,2266,638,4550,4543,220.23806578986017,43.42302559502673,27.222807996697675,118.06222967573632,212.90261047641164,28.12976274987293,39.85173410607904,109.48873483535529,110.7493309545049,106.33130962705984,106.5713008493518,20.75134168157424,22.671683913452494,20.30075187969925,19.550982226379794,13.128249566724437,14.094558429973238,12.66261925411969,15.467143495753241,56.78610206297503,61.27612761276128,1,22,1,0,1,55.798687089715536,61.24852767962309,21
17003,0022100345,DAL,MEM,119,3221225505,24.0,21.0,1.065,480,68,168,0.8240000000000001,24,69,0.695,27,43,1.267,24,70,94,39,20,6,35,44,187,1,100,4673,1042,486,528,2148,1758,4722,411,2008,586,4266,4259,218.9510874350621,44.950057037923266,24.732940036981596,118.36656202573751,221.63189733152421,27.50816673026911,40.89788079615026,107.8048780487805,111.1462093862816,109.375,112.2568973315242,19.68503937007874,25.265017667844525,20.020855057351408,20.877025738798856,12.097560975609756,12.63537906137184,13.623046875,13.88511985526911,57.76699029126213,60.599571734475376,0,-7,1,1,0,60.42402826855123,62.59541984732825,21
17004,0022100346,GSW,SAS,120,3221225503,27.0,17.0,1.2069999999999999,480,82,178,0.921,25,74,0.676,30,40,1.509,22,68,90,50,16,6,24,35,219,1,96,4644,1194,413,604,1985,1774,4361,407,2075,626,4230,4236,219.2956886556246,41.5901171998733,28.40681345887783,134.44103419898167,206.2197267293866,29.514298511230276,39.35534960769171,112.5959367945824,106.69975186104219,99.63882618510158,106.58090054428502,22.07792207792208,19.51219512195122,18.676337262012694,20.679012345679013,15.80135440180587,12.605459057071961,15.214446952595937,14.299851558634339,70.3622392974753,64.07879490150637,0,-5,1,1,0,59.47630922693266,56.58536585365853,21
17005,0022100347,POR,BOS,116,3221225495,24.0,24.0,1.0,480,91,176,1.035,29,66,0.844,51,61,1.678,21,57,78,48,12,9,20,42,262,1,85,4979,1056,473,598,2263,1821,4974,424,2187,601,4591,4570,216.93666609728785,41.81824432443244,26.048378219362675,115.97193233066379,217.72383342756933,26.301146001406643,38.75587385349918,110.37362637362638,106.56303972366148,111.77248677248677,105.95134665508255,21.332133213321335,20.48611111111111,19.142857142857142,19.61301671064204,12.879120879120878,13.169257340241797,13.095238095238097,13.205907906168548,58.28819068255689,57.6837416481069,0,-28,1,0,1,63.17460317460317,56.41316685584563,21
17006,0022100348,SAC,LAC,116,3221225504,22.0,26.0,0.917,480,70,175,0.8009999999999999,25,68,0.735,38,52,1.467,20,78,98,42,15,11,32,49,203,1,105,4973,1048,449,638,2252,1835,5023,534,2318,625,4627,4629,214.94188316844634,39.84050009979591,27.581812916304663,114.27814336605803,216.96826116907775,27.021971313518264,46.08526300743282,108.86021505376344,106.0816681146829,111.7395029991431,105.22875816993465,21.084864391951005,18.755635707844906,23.958333333333336,22.126929674099486,13.333333333333334,14.24847958297133,12.425021422450728,14.596949891067537,55.519828510182215,58.758314855875824,1,5,1,0,1,54.58248472505092,56.25680087051143,21
17007,0022100349,CLE,UTA,117,3221225501,29.0,18.0,1.238,480,82,181,0.906,34,86,0.7849999999999999,19,23,1.669,29,62,91,44,20,10,30,22,217,1,99,4914,1050,456,654,2050,1783,4642,447,2222,546,4402,4408,223.42677305964048,44.47310819262039,29.692196726646415,117.8347186885807,210.66070382705237,24.7337027570033,40.22693300169735,107.1842927264614,116.24248033317907,104.18521816562777,106.4754856614246,22.4202626641651,22.052845528455283,20.769919427036708,19.457013574660635,15.439535921463632,14.252660805182785,13.40160284951024,11.332099907493062,63.43115124153499,54.40356744704571,0,-1,0,0,0,61.73526140155728,53.78440366972477,21
17008,0022100350,ATL,CHA,115,3221225503,26.0,23.0,1.06,480,94,179,1.0510000000000002,34,74,0.918,35,46,1.528,17,67,84,50,13,6,16,37,257,1,85,5285,1179,497,578,2311,1969,5241,494,2302,624,4728,4738,223.5904576521779,43.06176399903869,24.42008279215976,119.56988491828143,221.13063944684131,26.219784850995744,42.87006554109155,112.10643015521065,111.48402749696724,109.47741364038973,111.6532258064516,22.009132420091323,21.052631578947366,20.088495575221238,22.781569965870307,11.88470066518847,12.535382126971289,11.824623560673162,14.39516129032258,57.3389651531151,62.230919765166334,0,-3,0,0,0,62.27224008574491,61.60626836434868,21
17009,0022100351,TOR,WAS,116,3221225525,25.0,23.0,1.041,480,68,158,0.858,16,48,0.6679999999999999,40,53,1.509,16,74,90,42,7,6,18,46,192,1,90,4849,1021,519,587,2250,1821,4874,491,2199,623,4491,4494,215.9677189001337,45.8013833905983,26.127239979846628,112.12364657518384,216.94416661763842,27.793199394070136,44.77301387137452,108.89390519187359,107.0738137082601,109.69778980604421,107.24637681159422,26.120033812341504,19.681349578256796,23.46153846153846,21.311475409836063,12.550790067720092,13.576449912126536,16.418583671628326,11.37461572244181,52.25522552255225,59.86842105263158,1,12,0,0,0,61.990950226244344,57.36263736263736,21
17010,0022100352,HOU,NOP,115,3221225485,14.0,35.0,0.573,480,79,173,0.9199999999999999,27,78,0.688,41,54,1.513,33,57,90,43,12,12,21,49,226,1,94,4880,1097,505,730,2331,1785,5209,452,2224,626,4714,4730,206.89769307110078,42.944896772317534,31.075223747675544,122.66905718327546,220.13755708488293,26.451139315857123,40.64036858725475,101.58940397350993,105.30828909759084,108.63816659321286,111.49939049167006,19.26691729323308,23.677979479084453,20.072992700729927,20.56737588652482,16.86534216335541,14.209881584320131,13.001322168356106,13.449817147501017,59.47242206235012,63.196635120925336,1,10,0,0,0,57.57238307349666,59.76331360946746,21
17011,0022100353,CHA,PHI,114,3221225521,27.0,23.0,1.08,530,94,194,0.978,31,82,0.7649999999999999,32,44,1.447,21,70,91,59,12,15,23,37,251,1,100,5328,1175,466,583,2336,1972,5314,518,2321,662,4801,4816,221.76379694954022,39.73578674215617,24.265225609683768,118.81773888833648,220.3875968992248,27.418008348240907,44.59059757302943,112.20365332296929,109.56014362657092,112.24806201550388,108.13953488372093,20.939490445859875,18.796296296296298,22.76088742810189,21.829710144927535,12.281383598911775,11.983842010771992,14.224806201550388,13.193202146690519,61.51685393258427,57.30088495575221,0,-3,1,1,0,61.55285313376988,59.53177257525084,21
17012,0022100354,DET,OKC,118,3221225525,11.0,35.0,0.478,480,82,181,0.9139999999999999,25,66,0.75,28,36,1.6,22,70,92,43,18,18,27,39,217,1,99,4334,902,458,612,2291,1572,4768,420,2054,606,4353,4356,199.12814593428195,39.997088498961155,28.119420427405025,114.81419126741046,218.91687466270912,27.82590731246627,40.918983912454536,100.0459981600736,99.08214777420835,109.69669117647058,109.22018348623854,20.72310405643739,19.273984442523766,20.66115702479339,20.257826887661142,14.443422263109476,13.67599816429555,15.119485294117647,12.706422018348624,60.15424164524421,54.65994962216625,0,-11,0,0,0,59.16760404949382,62.42905788876277,21
17013,0022100355,IND,WAS,113,3221225518,24.0,27.0,0.9450000000000001,480,86,163,1.0550000000000002,16,38,0.8580000000000001,38,43,1.7650000000000001,22,48,70,50,21,12,27,39,226,1,77,5209,1157,471,656,2324,1958,5210,499,2406,586,4850,4843,214.77105274037945,40.46440179883343,27.048829865951255,118.2542170286039,215.14779455599526,24.164676928788822,41.47678275290215,108.10157194679564,106.66948079358379,107.76071139854486,107.3870831574504,21.00494233937397,19.45945945945946,20.166666666666664,21.31011608623549,13.583232567513098,13.465597298438158,12.894098625707356,11.270578303081468,58.169291338582674,60.08492569002123,1,6,1,0,1,55.67951318458418,57.383966244725734,21
17014,0022100356,MIA,MEM,115,3221225511,28.0,21.0,1.143,480,73,165,0.888,19,55,0.667,30,38,1.5859999999999999,23,60,83,52,22,12,42,37,195,1,92,5145,1172,546,632,2284,1914,5080,461,2233,680,4651,4642,221.24395869053555,47.73935547826594,27.17087715301396,122.49225416178399,218.89813945751996,29.287801922322945,41.2937514540364,110.51731509191963,110.72664359861592,107.36301369863013,111.53512575888985,22.461814914645103,25.27754056362084,20.302760463045413,20.99099099099099,14.10859341598974,13.062283737024222,15.41095890410959,13.876843018213355,62.142099681866384,60.350154479917606,0,-15,0,0,0,61.81410974244122,62.552742616033754,21
17015,0022100357,CHI,DEN,116,3221225484,28.0,20.0,1.158,480,79,187,0.847,24,67,0.715,24,35,1.367,24,81,105,55,9,9,20,32,206,1,108,4919,1095,404,592,2116,1860,4809,435,2151,629,4495,4496,218.7311520352822,38.17807458865235,26.374336968830086,117.99564902102975,214.07063132419086,27.913306261402035,40.49574283231972,110.50420168067228,108.22695035460993,105.82809224318659,108.24253908100428,19.168173598553345,19.00990099009901,19.895742832319723,20.599999999999998,12.899159663865548,13.47517730496454,14.507337526205449,13.405968735196588,56.852791878172596,61.142857142857146,1,12,0,0,0,56.02605863192183,59.37859608745685,21
17016,0022100358,MIL,CLE,114,3221225488,29.0,21.0,1.1600000000000001,480,75,176,0.8540000000000001,28,78,0.732,38,44,1.742,15,77,92,48,15,9,25,37,216,1,101,5161,1137,505,676,2287,1893,5003,498,2414,624,4741,4743,217.67780278102035,44.196651310855685,28.551240686529468,120.22847060925497,210.9419315599091,26.323825986747337,41.288191917671824,110.13710012463646,107.54070265638389,106.28381190178943,104.65811965811966,21.416382252559725,22.780269058295964,20.208500400962308,21.079691516709513,13.169921063564601,15.381319622964867,12.734082397003746,13.58974358974359,57.51295336787565,62.71551724137932,1,8,1,0,1,56.856540084388186,61.66134185303515,21
17017,0022100359,MIN,ATL,115,3221225487,24.0,25.0,0.978,480,79,188,0.8420000000000001,42,89,0.935,31,38,1.631,27,72,99,53,14,13,18,37,231,1,109,5137,1106,560,628,2352,1900,5064,518,2291,656,4687,4692,219.17110050146943,47.51259336459962,26.813247242282216,116.4929620478081,215.83189971894615,27.987205400419946,45.334522747546835,106.43224699828473,112.73885350318471,105.48414738646102,110.34775233248514,25.495049504950494,22.017543859649123,25.334522747546835,20.0,15.008576329331047,11.804670912951169,16.409597257926308,11.577608142493638,59.005524861878456,57.48743718592964,0,-11,1,0,1,63.55353075170843,61.49131767109295,21
17018,0022100360,PHX,SAS,118,3221225515,28.0,18.0,1.197,480,83,187,0.887,21,58,0.724,25,37,1.351,24,66,90,58,18,10,32,38,212,1,104,4828,1177,403,565,2082,1875,4678,466,2183,655,4441,4440,217.26540236193267,38.72014470818414,25.431103522572513,125.61257618044084,210.83197787898501,29.45673389720234,42.621331566855616,110.36559139784947,106.89981096408319,104.18103448275862,106.65094339622641,19.011406844106464,19.70873786407767,21.877691645133506,20.743639921722114,12.86021505376344,12.570888468809075,15.258620689655173,14.19811320754717,61.855670103092784,63.75690607734806,1,4,0,0,0,57.333333333333336,56.97674418604651,21
17019,0022100361,GSW,ORL,115,3221225497,25.0,24.0,1.033,480,76,163,0.9279999999999999,31,78,0.7889999999999999,38,51,1.508,12,69,81,46,25,6,37,39,221,1,87,5016,1191,462,711,2278,1839,4970,464,2308,645,4690,4695,214.04417991496643,40.819121308770235,30.332458843694802,129.145707221417,211.56290904655808,27.511287234807156,40.197463225327795,112.40276577355229,101.64141414141415,100.12953367875647,111.4333753678016,22.074215033301616,18.744906275468622,18.88598781549173,21.311475409836063,15.643906655142612,14.68855218855219,15.06908462867012,12.442202606137034,70.13669821240799,59.009009009009006,1,31,0,0,0,59.36018957345972,63.36734693877551,21
17020,0022100362,POR,LAC,114,3221225503,24.0,26.0,0.96,480,76,171,0.889,16,58,0.533,24,34,1.393,14,68,82,34,14,13,31,40,192,1,95,5169,1113,463,647,2322,1901,5199,482,2304,658,4777,4763,216.44472655140714,39.88613499991098,27.0775880625983,117.11228466409813,218.36511046026726,27.618752060825884,41.69891640866873,110.74589127686474,105.69883527454242,113.31923890063425,105.04587155963303,21.243523316062177,18.6426116838488,19.577205882352942,22.121710526315788,12.726506531816268,14.35108153078203,13.023255813953488,14.595496246872393,58.03108808290155,59.08119658119658,0,-12,0,0,0,62.676056338028175,56.12565445026178,21
17021,0022100363,DAL,BKN,117,3221225493,28.0,19.0,1.186,480,78,173,0.906,17,72,0.504,28,35,1.587,18,71,89,49,9,6,16,37,201,1,95,4818,1082,403,565,2132,1773,4770,456,2193,589,4449,4447,216.51430167055167,37.78470122817903,25.362276612276613,121.83809196193097,214.64667678757752,26.544606807473702,41.49571108744686,107.22610722610723,109.28819444444444,109.00186567164178,105.64481111593574,19.87000928505107,17.914691943127963,20.240480961923847,21.25523012552301,12.167832167832168,13.194444444444445,14.039179104477611,12.50542770299609,57.89473684210527,63.9433551198257,0,-3,0,0,0,60.15801354401806,56.07580824972129,21
