,Game_ID,Home_Team,Away_Team,GAMES_LEFT,Team_ID,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Home,FGMiss,Tot_Prev_Points,Tot_Prev_Ast,Tot_OREB,Tot_TOV,Tot_FGMiss,Tot_FGMade,Tot_Opp_Prev_Points,Tot_Opp_OREB,Tot_Opp_FGMiss,Tot_Opp_TOV,Tot_Prev_Poss,Tot_Opp_Prev_Poss,ORTG,OREBRTG,TOVRTG,ASTRTG,DRTG,DTOVRTG,DREBRTG,Home_ORTG,Away_ORTG,Home_DRTG,Away_DRTG,Home_OREBRTG,Away_OREBRTG,Home_DREBRTG,Away_DREBRTG,Home_TOVRTG,Away_TOVRTG,Home_DTOVRTG,Away_DTOVRTG,Home_ASTRTG,Away_ASTRTG,Home_Win,Spread,Back_To_Back,Home_Team_B2B,Away_Team_B2B,Home_DASTRTG,Away_DASTRTG,Season
17437,0022100779,UTA,DEN,61,3221225505,59.0,44.0,1.145,480,84,165,1.02,18,57,0.634,26,34,1.5230000000000001,15,61,76,45,13,11,21,32,212,1,81,11379,2517,974,1360,4648,4149,10990,999,4870,1228,10025,10016,227.00568428357562,41.92047565300082,27.131813305485448,121.26742791813061,219.45004953170655,24.52507875332014,41.047005862222235,115.29271206690561,111.71297221667001,109.50009958175661,109.94994994994995,22.409326424870464,19.51114922813036,20.245641838351823,20.801364023870416,13.65989645559538,13.471916849890068,11.431985660227047,13.093093093093094,54.40891472868217,66.85851318944844,1,4,1,0,1,56.62362505978001,61.20857699805068,21
17438,0022100780,SAC,BKN,60,3221225509,48.0,56.0,0.9269999999999999,480,82,177,0.929,22,67,0.653,27,32,1.675,25,63,88,45,15,19,24,31,213,1,95,11473,2507,1071,1396,4985,4254,11728,1164,5125,1273,10408,10419,220.4736689737886,42.976814790813265,26.826008738113597,117.8160558717313,225.11916362789805,24.43603669942747,45.44571428571429,108.83141762452107,111.64225134926753,114.22826503255459,110.89089859534347,21.31083202511774,21.665982765695528,23.16,22.285714285714285,13.333333333333334,13.492675404780263,12.236690923018001,12.199345776409467,56.80304471931494,61.013011152416354,1,11,1,0,1,57.18108831400536,57.88725722406443,21
17439,0022100781,LAL,POR,60,3221225504,46.0,58.0,0.885,480,68,176,0.78,25,72,0.7,32,52,1.193,30,78,108,48,19,10,28,46,193,1,108,11188,2384,980,1386,4859,4101,11473,1030,4822,1383,10247,10231,218.39102167786717,40.3414735800595,27.04231083234864,116.27126697715875,224.35493398302108,27.01965073014181,42.62328977782296,108.5122699386503,109.87875173921687,110.16884113584038,114.1860928471807,19.71311475409836,20.62835882596114,22.536896689270044,20.086393088552914,13.784509202453988,13.257801629894653,13.929393706830393,13.090257023311416,58.02176999526739,58.24949698189135,1,5,0,0,0,62.702188392007606,63.0071599045346,21
17440,0022100782,DET,MIN,61,3221225515,39.0,64.0,0.754,480,84,178,0.946,30,80,0.767,47,56,1.679,22,65,87,56,14,9,29,42,245,1,94,10825,2373,1137,1417,5123,3926,11226,1069,4670,1530,10129,10140,213.60098701414182,44.348319021980856,27.9798892163596,120.8609212902312,221.4667974222471,30.157607172877555,45.751666380309175,102.83474065138722,110.7662463627546,112.04819277108433,109.4186046511628,20.32359905288082,24.02471996910004,22.354497354497354,23.397169025811824,14.01286690792119,13.967022308438409,14.518072289156628,15.639534883720929,60.20518358531317,60.65573770491803,0,-11,0,0,0,62.1981271562346,65.49295774647888,21
17441,0022100783,ATL,PHX,62,3221225493,66.0,36.0,1.294,480,90,172,1.0470000000000002,29,72,0.781,30,40,1.505,12,68,80,55,17,3,25,41,239,1,82,11487,2586,1010,1239,4742,4259,11046,1051,4961,1312,10120,10124,227.003727621886,42.612735010111734,24.499125711184853,121.43174375654667,218.11565435038227,25.94967383720647,42.36846339501207,114.02891754591637,112.97481007596961,113.01463414634145,105.10102020404082,20.910973084886127,21.70176192522561,20.727272727272727,21.64119066773934,11.684251660805002,12.81487405037985,11.726829268292683,14.222844568913784,59.48235294117647,61.9493908153702,1,9,0,0,0,61.31420638593244,57.30394669400307,21
17442,0022100784,TOR,MIA,63,3221225509,58.0,43.0,1.146,480,77,159,0.968,20,56,0.7290000000000001,42,54,1.5699999999999998,25,56,81,46,17,4,31,49,216,1,82,11173,2484,1242,1340,5037,4096,10877,1029,4758,1555,10026,10024,222.87180750830686,49.204372492043724,26.71256328633359,121.2890625,217.03122601373713,31.031814582883463,43.304581921552,110.87655810213109,111.99524940617577,109.271922767498,107.75930324623913,25.8751902587519,23.329182233291824,23.172295852928602,20.132286068623397,12.203457981503819,14.50910530482977,15.909090909090908,15.122723673792557,55.712890625,65.576171875,1,4,2,1,1,63.62710137544575,62.876427829698855,21
17443,0022100785,GSW,SAC,57,3221225502,59.0,48.0,1.107,480,89,164,1.085,31,73,0.831,31,39,1.576,14,51,65,56,24,6,30,35,240,1,75,11671,2677,1092,1500,5047,4283,11525,1097,5157,1408,10583,10581,220.5727618643529,43.284178428845365,28.355126641909013,125.01384642892964,217.79306249584653,26.623835156566532,42.595438037296375,111.57934700075931,108.9934148635936,103.684710351377,114.10835214446952,21.822639967306905,21.461538461538463,19.433817903596022,23.161620133700353,15.053151100987092,13.301975540921921,14.358974358974358,12.264860797592174,68.22429906542055,56.789547363509094,1,12,1,0,1,60.36585365853659,57.11782742006132,21
17444,0022100786,LAC,LAL,57,3221225493,52.0,55.0,0.972,480,87,177,0.9830000000000001,24,59,0.812,23,36,1.225,18,69,87,48,11,12,17,35,221,1,90,11383,2479,969,1455,5029,4223,11496,1227,5261,1453,10580,10577,215.17243503713115,38.54972602913075,27.5040055712783,117.41823755586975,217.36710378240977,27.473356253561693,46.616448834347665,106.79832890239271,108.37410613473844,107.48195974173946,109.88514404067031,18.71069182389937,19.839034205231385,23.931623931623932,22.684824902723737,13.672616786935055,13.831388784343243,13.577668059248005,13.895688194313689,59.12373615792008,58.294501397949674,1,1,1,0,1,59.4847775175644,62.751520823584464,21
17445,0022100787,CHA,CLE,58,3221225505,60.0,46.0,1.1320000000000001,480,74,182,0.813,28,78,0.726,27,32,1.717,30,73,103,53,16,2,26,39,203,1,108,11605,2748,1098,1382,4987,4308,11418,1139,5085,1459,10451,10451,222.05084193213992,44.081235699782795,26.47334644674234,127.58217124224868,218.41338373570989,27.904345373494063,44.802398452611214,112.18867924528301,109.86216268685692,112.43396226415095,105.97942147155892,21.342646488164533,22.738589211618258,22.52,22.28239845261122,12.320754716981131,14.15259172976121,14.528301886792452,13.376043486701612,63.6734693877551,63.90870185449358,0,-1,0,0,0,62.11981566820276,59.63035019455253,21
17446,0022100788,DET,BOS,58,3221225503,41.0,65.0,0.768,480,71,186,0.778,19,54,0.706,34,45,1.51,31,80,111,41,9,13,24,41,195,1,115,10960,2372,1093,1433,5135,3977,11252,1053,4934,1422,10310,10309,212.51345544074056,42.58239465999165,27.801723026609693,119.35221378922232,218.37906331525116,27.60650732761379,42.8007376743988,103.01240401653868,109.50105142420188,112.27380015735642,106.10526315789474,20.425531914893615,22.15686274509804,22.32799653829511,20.472741136103696,14.018507580232328,13.783215446377367,14.49645948072384,13.110047846889952,60.35940803382663,58.992805755395686,0,-9,1,1,0,62.276893391220455,56.748768472906406,21
17447,0022100789,IND,CHI,58,3221225495,52.0,54.0,0.987,480,96,185,1.0390000000000001,18,53,0.675,27,32,1.783,20,60,80,55,8,9,21,36,237,1,89,11590,2569,1036,1355,4912,4319,11601,1024,4899,1326,10402,10392,222.86482586340708,42.05707776394917,26.04594791400475,118.96848831848351,223.25864655526868,25.52367546663802,41.800319607031355,110.15625,112.70857586340706,112.15185043876383,111.10679611650485,22.583170254403132,19.47390750954603,21.274868047097037,20.525451559934318,13.395579268292682,12.650368645712067,12.533384204502099,12.990291262135923,60.139534883720934,58.82895343476257,0,-7,1,0,1,56.54981549815498,60.7565011820331,21
17448,0022100790,TOR,ATL,61,3221225498,53.0,50.0,1.03,480,89,174,1.03,26,56,0.94,35,39,1.794,21,64,85,56,19,8,23,34,239,1,85,11585,2450,1206,1235,5125,4256,11446,1071,4896,1418,10289,10293,225.14490536442366,46.844626497936645,24.014131806663244,115.05839901579583,222.34612923830537,27.619033124720403,43.822811940594626,110.99052880820837,114.15437655621528,109.33675483616265,113.00937440214271,26.02996254681648,20.814663951120163,23.203026481715007,20.61978545887962,12.273086029992108,11.741045776671136,15.929727595736281,11.68930552898412,55.63009103977,59.42830797602582,1,11,2,1,1,63.718140929535224,61.395559583144546,21
17449,0022100791,DAL,PHI,59,3221225497,61.0,44.0,1.162,480,75,155,0.9730000000000001,19,61,0.627,36,46,1.565,17,59,76,45,13,5,23,40,205,1,80,11022,2425,926,1213,4793,4056,10777,1023,4864,1332,9967,9986,221.1811553006737,38.607283301651904,24.33986862727901,119.56319238223622,215.85394662941124,26.673925842718894,42.0519809011105,109.92837246319141,111.2527828374823,107.19252930657659,108.66141732283465,19.93490642799024,18.67237687366167,19.793388429752063,22.25859247135843,12.19657779546359,12.143290831815422,13.550566262666402,13.123359580052494,61.21747668139421,58.34571570084201,1,9,0,0,0,60.51587301587301,59.188783174762136,21
17450,0022100792,SAS,HOU,58,3221225504,35.0,71.0,0.6579999999999999,480,87,172,1.007,24,61,0.797,39,49,1.593,20,59,79,48,23,11,29,45,237,1,85,11419,2649,1081,1480,5045,4262,11867,1156,5006,1360,10504,10517,217.3676041945434,42.7530416293277,28.23597243768127,123.93491692235747,225.74322165643582,25.862923534334772,46.175277941887316,110.42369703787027,106.94390715667312,110.70359281437125,115.03962884206456,22.39425981873112,20.35878181059658,23.21016166281755,22.96511627906977,12.317210348706412,15.918762088974855,12.930389221556887,12.932534312777886,64.48230668414155,59.45261023821592,1,25,1,1,0,56.616341030195386,58.688674919761574,21
17451,0022100793,UTA,BKN,59,3221225513,61.0,44.0,1.162,480,89,184,0.9789999999999999,29,72,0.8,20,25,1.584,25,67,92,58,17,7,25,28,227,1,95,11791,2479,1065,1406,4840,4299,11477,1118,5238,1233,10397,10404,226.87550592339835,44.024056861673046,27.04706184118919,115.19650065021702,220.6019183886387,23.69055603462042,42.639623081021796,115.30791788856305,111.56758803483528,109.58528951486699,111.01662887377172,22.33050847457627,21.693548387096776,20.226474033580633,22.413149047441166,13.548387096774196,13.498674744414995,11.502347417840376,12.188208616780045,54.32098765432099,60.87551299589603,1,23,0,0,0,56.63384903891233,57.853159851301115,21
17452,0022100794,DEN,NOP,60,3221225483,48.0,56.0,0.923,480,77,153,1.0090000000000001,27,66,0.783,37,40,1.854,12,57,69,49,17,9,29,38,218,1,76,11066,2672,1066,1371,4888,4087,11182,957,4715,1321,10093,10104,219.24042837621312,43.47966849160396,27.16881813740055,130.64625850340136,221.34678462881044,26.149246938099964,40.58109506456112,111.75893207695329,107.48149629925985,110.062893081761,111.28389154704945,19.50189953566906,23.977768955934895,20.753138075313807,19.827956989247312,13.506085590891246,13.662732546509302,12.991352201257861,13.157894736842104,66.66666666666666,63.9795918367347,0,-8,0,0,0,60.983763132760274,60.410557184750736,21
17453,0022100795,POR,OKC,60,3221225517,38.0,66.0,0.7290000000000001,480,73,188,0.775,21,75,0.5389999999999999,22,31,1.414,30,75,105,42,12,10,26,36,189,1,115,10676,2232,1038,1321,5079,3884,11209,1030,4845,1309,10079,10066,211.71228401035592,40.891585375426985,26.20818508632102,114.85365900951524,222.62256963572904,26.00331866571174,42.46538553354023,109.59064327485379,102.12164073550211,113.93394567129178,108.68862396443726,20.829975825946818,20.06160954948017,20.21186440677966,22.253521126760564,13.235867446393762,12.972317639927258,13.152237639241743,12.851081026469993,58.37864557587741,56.475013433637834,0,-3,0,0,0,63.204887218045116,63.03151575787894,21
17454,0022100796,ORL,MEM,55,3221225516,49.0,60.0,0.895,480,92,195,0.938,30,87,0.687,36,51,1.4169999999999998,23,77,100,60,8,7,17,41,250,1,103,11628,2594,1227,1439,5426,4339,11827,1093,5174,1484,10781,10766,215.66664021245782,45.15002152248774,26.70285317934735,119.6857753723437,219.72485980152447,27.55971963617971,42.25474323582259,103.8813211420041,111.78531907045371,111.44083613288541,108.28402366863905,18.415178571428573,26.734842951059168,21.669902912621357,20.58484032320123,14.01380854637059,12.689044632976762,12.859275849197463,14.700443786982248,60.880195599022,58.8055797733217,0,-20,0,0,0,60.54203031694993,63.297624592454596,21
17455,0022100797,CHA,MIA,56,3221225514,62.0,46.0,1.149,480,71,177,0.802,21,68,0.622,27,34,1.569,23,76,99,50,18,11,31,36,190,1,106,11811,2800,1137,1416,5080,4329,11615,1080,5015,1561,10540,10542,224.11537138543048,44.83119646877642,26.920585568078767,129.42648033789155,220.25243180810475,29.630187696432444,43.029378906079714,112.10604375231739,112.00932763311309,112.32394366197182,107.92848814613292,21.474724439376665,23.356472029399754,22.631166797180892,20.39821210889882,12.365591397849462,14.554994170229305,14.492216456634544,15.137971239797901,63.79848417298262,65.62799616490892,0,-18,1,1,0,62.28467815049864,62.646310432569976,21
17456,0022100798,WAS,PHX,60,3221225520,66.0,38.0,1.27,480,70,184,0.757,13,55,0.46599999999999997,22,33,1.2890000000000001,28,78,106,40,14,11,19,33,175,1,114,11361,2605,989,1318,4757,4267,11091,1094,5059,1311,10222,10229,222.2902663290544,41.58703323851564,25.787136739101406,122.05668115859207,216.83932925335063,25.63989523033797,43.24940867641354,109.32004689331771,112.97021943573668,111.42968597620441,105.40964327714622,20.016750418760466,21.57028281975517,21.713383339913147,21.536025336500394,13.03243454474404,12.754702194357368,11.410181392627267,14.229713837710703,60.038332534738856,62.018348623853214,0,-15,0,0,0,56.48674242424242,57.29323308270676,21
17457,0022100799,LAL,NYK,57,3221225499,50.0,57.0,0.9339999999999999,530,87,200,0.869,20,72,0.554,43,64,1.329,29,84,113,53,16,11,27,49,237,1,113,11285,2380,1078,1412,5034,4130,11403,1089,5116,1375,10416,10393,216.67290862121928,42.84685995279605,27.09469083826182,115.19856843684704,219.41185076018218,26.4138294897848,42.51548734706259,108.5043446108338,108.16856401038547,110.00739918608953,109.40445157409265,19.90521327014218,22.941646682653875,22.579410639112133,19.93607670795046,13.773340728415603,13.321350109846215,13.780984091749907,12.632845398034892,58.07041609510746,57.12815234173958,1,7,0,0,0,62.75767292716446,64.04665314401623,21
17458,0022100800,POR,MIL,56,3221225506,54.0,54.0,1.0,480,90,177,1.0150000000000001,37,95,0.771,28,43,1.298,19,63,82,61,15,12,26,36,245,1,87,11638,2422,1081,1388,5109,4206,11683,1042,5076,1375,10541,10523,220.79657917383818,42.31604554430744,26.33599875693249,115.18877251776686,222.09404342872466,26.13519045431895,41.03454865401362,109.29432013769362,111.50225903614457,113.6555427694668,108.43850065925787,20.99882029099489,21.31722525331255,20.298260149130073,20.736288504883547,13.214763817173456,13.121234939759036,13.176064441887227,12.959126012431721,58.11924381968008,57.06952869808679,0,-29,1,1,0,63.35030078667284,62.23379081874113,21
17459,0022100801,SAC,OKC,57,3221225518,37.0,70.0,0.6910000000000001,480,85,170,1.001,21,62,0.675,25,38,1.307,14,74,88,53,21,5,29,31,216,1,85,11057,2321,1097,1378,5289,4079,11664,1168,5126,1315,10458,10462,211.20737990970872,41.485267836332234,26.341120669881434,113.78335536283433,222.76951754475834,25.15667837741794,45.56635427513595,109.14634146341464,102.06103844629408,114.37015145917991,108.39936608557845,21.341925701288854,20.14334213504338,23.17829457364341,22.388059701492537,13.340724316334072,13.000396353547364,12.319911340967861,12.836767036450079,57.025171624713956,56.75818373812038,1,10,1,0,1,57.12446351931331,62.67778322707209,21
17460,0022100802,CHI,PHI,58,3221225496,65.0,41.0,1.2269999999999999,480,84,165,1.017,19,50,0.769,40,47,1.695,10,66,76,50,8,9,17,36,227,1,81,11526,2507,911,1274,4767,4273,11326,1065,4974,1341,10285,10291,224.09591556332467,38.21562643134088,24.765347120407718,117.32469794799901,220.06726526868925,26.06381989886972,42.820557592689596,112.8854206318995,111.21049493142516,111.22332317073172,108.84394209795755,19.557964970809007,18.65766146053187,20.531400966183575,22.289156626506024,12.580890749904835,12.18445637050288,12.976371951219512,13.087447947650208,58.88187556357079,58.442822384428226,0,-11,0,0,0,60.59204440333025,59.13555992141454,21
17461,0022100803,MIN,DET,58,3221225515,40.0,66.0,0.754,480,82,186,0.883,29,68,0.847,30,40,1.4940000000000002,25,73,98,55,12,16,20,41,223,1,104,11163,2447,1179,1457,5287,4044,11573,1102,4809,1572,10435,10445,213.8883684494058,44.61446545200602,27.925341351970992,120.9933252730637,221.62085162085162,30.09130009130009,45.80910592829403,111.00969766115232,102.87867078825347,109.45868945868946,112.16216216216218,23.9741641337386,20.640301318267422,23.440684875662456,22.36842105263158,13.957026050579957,13.968315301391035,15.612535612535613,14.478764478764477,60.76487252124646,60.228452751817244,1,13,0,0,0,65.53254437869822,62.274881516587676,21
17462,0022100804,DEN,BKN,58,3221225494,58.0,48.0,1.094,480,85,181,0.935,26,73,0.7030000000000001,32,43,1.4889999999999999,19,72,91,61,15,11,20,39,228,1,96,11793,2800,1023,1425,4950,4396,11713,1110,5137,1336,10567,10572,223.20984559302337,41.27265563435776,26.973070407305144,127.48234541941585,221.56364854812654,25.28907203263506,43.11605101077825,111.75790285273708,111.45194274028628,110.22573798958133,111.33791055854519,19.444444444444446,21.82821118991332,20.676846884028063,22.439204126750184,13.550501156515034,13.42256925079011,13.023345552768667,12.265726479866395,66.6049953746531,60.87735004476276,1,20,0,0,0,61.04868913857678,58.09090909090909,21
17463,0022100805,CLE,IND,55,3221225493,52.0,57.0,0.956,480,65,167,0.778,19,63,0.602,34,45,1.561,29,68,97,42,14,7,29,48,183,1,102,11657,2688,1150,1456,5067,4336,11561,1125,5143,1369,10593,10587,220.08413979063874,45.39992877848237,27.496841228497413,124.0395175281521,218.34192340211695,25.870481915885733,43.72072512702677,109.79607394701733,110.28806584362141,106.00571973307913,112.3362036690378,22.849025974025974,22.550902804456396,22.394846532777567,21.3258785942492,14.122355631789594,13.37448559670782,13.40324118207817,12.467240733807563,64.04862085086489,59.99089667728721,1,13,0,0,0,59.83763132760267,56.65313486693731,21
17464,0022100806,ORL,BOS,54,3221225491,42.0,68.0,0.763,480,74,180,0.813,18,72,0.475,33,35,1.881,24,71,95,46,17,11,31,33,199,1,106,11512,2525,1078,1494,5334,4206,11743,1131,5320,1393,10788,10784,213.48934078592066,40.524388673981264,27.69572744213134,120.08453619064332,217.70938041947707,25.838683750021158,42.53327191094904,104.04687786119757,109.4424629247231,111.7905529110216,105.91882750845546,18.32785688207375,22.196531791907514,21.850019033117622,20.683252877831414,13.916865043032411,13.778862399098928,12.760893445624314,13.077790304396844,61.036468330134355,59.04806786050896,0,-33,1,1,0,60.582959641255606,56.68604651162791,21
17465,0022100807,DAL,ATL,57,3221225479,56.0,51.0,1.0459999999999998,480,75,183,0.821,21,61,0.644,26,29,1.7839999999999998,27,71,98,46,15,9,26,43,197,1,108,11706,2585,1025,1245,5009,4288,11525,1012,5006,1320,10435,10448,224.28040213429335,40.926150893101976,23.87140983809939,120.62083851613374,220.49932597078993,25.303358965688204,40.41412140117983,110.08600469116496,114.19439744312841,107.2223306656256,113.27699530516433,20.007987220447284,20.918163672654693,19.76365118174409,20.65047021943574,12.177482408131352,11.693927429968038,13.566269763810269,11.737089201877934,61.1271676300578,59.49367088607595,1,9,0,0,0,60.57504873294347,61.42920550377274,21
17466,0022100808,HOU,NOP,58,3221225485,36.0,70.0,0.679,480,81,161,1.008,28,74,0.77,37,52,1.41,10,56,66,57,17,11,26,46,227,1,80,11121,2469,1106,1537,4996,4011,11769,1032,4814,1356,10365,10384,214.60103832803844,44.199151911917866,29.619019016200607,123.11991144743757,226.6120250210203,26.121793801442216,42.82156747917173,106.90571049136786,107.6953278366706,115.32043989381873,111.29158512720156,20.335515548281506,23.863636363636363,23.058053965658218,19.763513513513516,15.936254980079681,13.682764036120926,12.91240045506257,13.209393346379647,59.13389746142359,63.98601398601399,0,-13,0,0,0,58.826164874551964,60.45170591061989,21
17467,0022100809,LAC,MIL,54,3221225495,61.0,49.0,1.109,480,88,184,0.962,37,84,0.891,37,43,1.753,17,77,94,54,12,6,20,35,250,1,96,11795,2516,1040,1434,5196,4315,11635,1216,5444,1429,10775,10770,218.9083384652128,40.01945037864382,26.61963942543071,116.64479836754901,216.05956744976118,26.538941139676528,44.65427853694169,106.97631038985264,111.93202807536018,107.62917366163029,108.43039378813089,18.67027444916892,21.349175929474896,23.922571219868516,20.73170731707317,13.560902816638688,13.058736608792021,13.523596343965677,13.01534479571085,59.20866698068771,57.43613138686131,0,-24,1,0,1,59.23713235294118,62.20984215413184,21
17468,0022100810,CHA,TOR,57,3221225527,57.0,50.0,1.0670000000000002,480,80,179,0.899,24,75,0.654,33,45,1.53,23,66,89,49,20,9,31,39,217,1,99,11883,2644,1280,1322,5389,4409,11818,1154,5036,1610,10659,10661,222.9558769021411,47.48667395753848,24.79988785219833,119.67397421224922,221.6214865174681,30.245946419334146,45.85361986594978,111.65119242672492,111.3046844754162,112.15208295433874,109.46940356312935,21.497764530551418,25.98890942698706,22.59301879555044,23.260601070399343,12.488621882395776,12.311265969802555,14.44424231398945,15.801704105344694,63.884007029876976,55.789967182372244,0,-15,0,0,0,62.43315508021391,63.6986301369863,21
17469,0022100811,WAS,MIA,56,3221225512,59.0,49.0,1.089,480,79,156,1.016,25,63,0.7889999999999999,38,44,1.723,12,58,70,54,19,1,34,41,221,1,77,11543,2663,1069,1437,4945,4241,11448,1084,5106,1393,10456,10464,220.78138938181607,43.19493238810507,27.48106469930454,125.57388978291598,218.81666880071367,26.615141456265157,42.436245911782905,108.94605490497216,111.83533447684391,111.28568691320176,107.53098188751191,19.893573475235364,23.301358912869706,21.99074074074074,20.445505171042164,12.977538875023997,14.503525824280542,11.400651465798045,15.214489990467111,59.8488427019367,65.72504708097928,0,-21,0,0,0,56.6449814126394,62.76276276276276,21
17470,0022100812,CHI,PHX,57,3221225497,76.0,31.0,1.4220000000000002,480,92,180,1.022,22,58,0.76,45,50,1.798,21,63,84,49,12,7,19,41,251,1,88,11900,2705,1006,1330,4868,4477,11414,1066,5104,1425,10545,10534,225.69791379278337,41.33706484457288,25.228334751655467,120.86693250627677,216.6177209227651,27.07259743927463,41.75963161387148,112.89960740325296,112.79830638953041,111.51469762216813,105.10302330059696,19.4672131147541,21.86985172981878,20.372572334522392,21.38705927934909,12.507010656197421,12.721324095458044,12.918929039505711,14.15366839976892,58.7948604342047,62.07207207207207,0,-3,1,1,0,60.6705935659266,57.1358024691358,21
17471,0022100813,OKC,GSW,57,3221225504,58.0,49.0,1.08,480,78,172,0.911,26,79,0.655,26,34,1.53,24,66,90,51,20,5,32,33,208,1,94,11257,2585,1084,1478,5180,4123,11158,1090,5238,1434,10513,10511,213.94912784414038,41.926668960277524,28.075062777885876,124.7075600751246,212.4027624677197,27.25524973108346,41.65634306551462,102.05945210802409,111.88967573611627,108.46766362400466,103.93509884371504,20.066765578635014,21.85990338164251,22.31245166279969,19.343891402714934,13.017291626190014,15.057771151695862,12.876286657603417,14.378963073480044,56.71487603305785,67.99268404206676,0,-12,0,0,0,62.824207492795395,60.54726368159204,21
17472,0022100814,UTA,NYK,56,3221225514,57.0,51.0,1.055,480,75,188,0.798,20,81,0.492,47,62,1.538,34,71,105,37,14,9,26,49,217,1,113,11554,2311,1125,1390,4958,4136,11282,1047,5176,1240,10331,10306,223.608692549404,45.36011352209265,26.906602897096683,111.85745994357762,218.93970732429005,24.076196881290073,40.452034954693914,115.56024558710666,108.04844696229732,109.50278364369362,109.43692368059644,22.361284939507716,22.998828582584927,20.389461626575027,20.06257332811889,13.603223330775135,13.303379566321546,11.460933000575926,12.615263880714146,54.64252553389044,57.21493440968718,1,9,0,0,0,56.71573137074517,63.960396039603964,21
17473,0022100815,PHI,PHX,56,3221225511,76.0,32.0,1.408,480,84,184,0.914,16,58,0.544,39,42,1.861,17,75,92,51,14,9,22,37,223,1,100,11702,2639,987,1293,4877,4369,11179,1124,5160,1412,10417,10429,224.64499162504262,40.43329982816829,24.81607466771912,120.66926902978028,214.43334263497752,27.062781831174203,43.57953356849676,111.5144418423107,113.13054978273192,108.93343713507203,105.49990549990551,18.52159468438538,21.911705143782907,22.156398104265403,21.423135464231354,12.13895394223263,12.67712072548649,13.00116776956014,14.061614061614062,58.57142857142858,62.0978404583517,0,-5,1,0,1,59.036144578313255,56.81818181818182,21
17474,0022100816,ATL,IND,54,3221225491,45.0,65.0,0.8200000000000001,480,89,183,0.976,27,64,0.8380000000000001,40,49,1.5979999999999999,28,58,86,58,18,11,27,42,245,1,94,12149,2672,1139,1368,5218,4477,12234,1089,5156,1315,10854,10854,223.87088428243948,43.628912974952115,25.203345694046128,119.3678538955674,225.42988119928975,24.22974599746403,42.24968204086129,113.90581717451525,109.96506710792424,113.21276988374238,112.21711131554737,21.030042918454935,22.598870056497177,20.714834742505765,21.53484729835552,11.708217913204063,13.495127780842067,11.791843513563387,12.437902483900643,59.44864384170743,59.91921005385996,1,21,0,0,0,61.50152771715408,56.90804087072412,21
17475,0022100817,BKN,BOS,54,3221225489,60.0,50.0,1.0910000000000002,480,88,190,0.933,24,76,0.628,17,29,1.135,26,66,92,54,12,12,26,32,217,1,102,12045,2666,1154,1480,5238,4437,11844,1185,5504,1384,10907,10911,220.85904336555075,44.05527873611109,27.140500145057104,120.12929220648535,217.06559471079072,25.374380607594585,43.054788072286684,111.31593356451907,109.54310980103168,111.58892128279882,105.4766734279919,21.707222865971417,22.348055870139675,22.47191011235955,20.58287795992714,13.360102208432195,13.780397936624908,12.226676384839651,13.147704222754934,60.969162995594715,59.16012921089063,0,-35,0,0,0,58.47043130280124,56.71285236502628,21
17476,0022100818,MEM,LAC,52,3221225509,65.0,47.0,1.161,480,93,192,0.964,20,57,0.701,38,49,1.55,32,63,95,51,20,13,30,35,244,1,99,12044,2665,1241,1433,5433,4510,11878,1204,5428,1539,10991,10974,219.1327365702647,45.463081623603024,26.080824276091164,118.19944643627842,216.47421964058427,28.043335290819567,44.28292378119184,112.12450235251539,107.00823421774932,108.3666061705989,108.10761346998537,26.810035842293907,18.653045781309118,20.452830188679243,23.8300935925126,12.59500542888165,13.485818847209515,14.591651542649728,13.451683748169838,58.88368129527056,59.31576514100786,1,26,0,0,0,63.403476669716376,59.21762589928058,21
17477,0022100819,NOP,HOU,56,3221225485,37.0,71.0,0.685,480,74,166,0.897,21,74,0.56,38,51,1.545,26,64,90,46,18,13,40,52,207,1,92,11348,2526,1116,1563,5076,4092,11996,1042,4894,1382,10560,10579,214.9410189699159,43.90173295496901,29.563451968981283,123.46741256255513,226.72376995227086,26.13359057148712,42.535342358847714,107.97380585516179,106.9672131147541,111.27328596120607,115.45048399106479,23.72488408037094,20.176848874598072,19.61028192371476,22.925060435132956,13.617103235747305,15.946348733233979,13.270597272901863,12.862993298585257,64.12139011257953,59.3460224499756,1,13,0,0,0,60.63177746346064,59.04091509018917,21
17478,0022100820,DAL,DET,55,3221225507,44.0,65.0,0.8039999999999999,480,73,166,0.885,23,66,0.667,33,45,1.465,19,73,92,44,15,7,28,42,202,1,93,11165,2482,1075,1370,5264,4080,11515,1038,4917,1467,10483,10497,213.05420763364447,40.82414676926722,26.127492644417128,121.63823793515304,219.36643016186594,27.946050157333865,42.27452096878849,110.0767754318618,102.97743220178266,107.05115922590535,112.31527093596058,20.086139389193423,20.7380073800738,19.904458598726116,22.37006237006237,12.226487523992322,13.901005120424806,13.546656447595327,14.399393709738536,61.21097445600757,60.42726347914547,1,30,0,0,0,60.50741981809479,62.31412639405205,21
